session_id,step,time_to_first_click,task_completion_time,mouse_velocity_avg,cursor_straightness,scroll_reversals,repetitive_clicks,back_button_usage,text_dwell_time,cluster_label
1,1,6.704285838459497,137.1190306898248,419.3963178886665,0.4014121162875837,2,6,2,60.51737811624539,2
1,2,3.0022516668341312,42.858690867510525,442.8998128269838,0.33666752636761516,7,11,5,33.35730217461038,2
1,3,2.0909498032426037,49.34472157654941,286.90900933179194,0.6410916805609546,11,8,0,67.72521262842281,2
1,4,3.399165830291533,27.46650611417847,588.1899834786566,0.4513013712796977,2,11,6,118.1553974387467,3
1,5,3.8005773594878796,157.5904650778113,456.1383923645009,0.5928245137802028,1,3,0,116.21952363820154,3
1,6,5.850384088698767,68.7382030677393,193.95245130287273,0.7447514672329019,11,6,3,64.46946011223972,3
1,7,1.2063311266913104,165.49126433260514,266.4509917200076,0.7306394848300882,1,13,5,32.87358291550077,3
1,8,4.406201966919949,25.010126792889373,529.0281485677493,0.5923401866903476,9,13,3,75.76899766921936,4
1,9,6.531245410138701,34.15880032830712,238.19228808861533,0.3293977377918497,7,4,7,92.20521211511189,4
1,10,4.238152794334479,113.88018650621572,584.3648882688622,0.694572260996345,8,12,6,28.179363296930273,4
2,1,6.921321619603104,143.55916308746518,239.4220566903776,0.30358937613034154,10,2,0,88.24761480235149,0
2,2,5.741053243187234,116.95359596496182,566.835395331007,0.7232000665762639,11,6,0,78.56279395103137,0
2,3,2.985388149115895,30.16933604576378,289.942044772048,0.5113691593173856,2,11,7,40.219397228907056,0
2,4,4.367460555086207,81.26829996060637,587.2704429250966,0.8517939857729544,4,9,6,94.8063897950017,0
2,5,3.9627735781863445,103.63725270111905,342.3934582613473,0.31652243238366184,2,14,7,80.00514523901585,0
2,6,2.88613588645796,101.37131058635245,558.4049132667419,0.4620399489467687,10,12,3,113.7138927613779,0
2,7,4.5931927989312165,131.1655892863527,546.210527556866,0.7058301312869655,8,4,5,60.21880275312013,0
2,8,2.3106426233010016,86.6415916592586,547.4761165134908,0.510824263653428,6,11,0,44.98038224690502,1
2,9,1.6603115471660606,56.46962600671067,342.1985048818153,0.8317095978496205,8,2,6,28.11214384572359,1
2,10,4.204536516252652,97.5727954174373,461.5962148006216,0.47511801696903894,7,14,2,45.55232252228308,1
3,1,3.423017026348245,30.38275953743705,264.2619362704551,0.4604694408450908,6,1,2,43.09661407984466,0
3,2,2.7090429662648057,25.901911576725247,424.3039502909536,0.6267413650987599,5,6,4,47.95783728293513,0
3,3,4.806108068208182,128.91287224876268,388.9205624927114,0.5910590569725095,5,6,3,18.893865896598676,0
3,4,3.217926736368427,58.745590124388144,511.41289037095316,0.605695412389925,1,5,5,68.93521524822344,0
3,5,1.5417386203264498,153.64839929427808,294.3510292372811,0.42123703175990523,2,3,3,84.53207980265107,0
3,6,1.099526973567137,101.93488932788496,251.92309883907208,0.7193623137661423,3,8,0,53.732922319627455,0
3,7,4.106508103164881,154.03361694517247,454.06055266767635,0.7778904775065019,1,6,6,106.50732887190792,0
3,8,2.5476497662909336,125.59744736546864,517.749990090547,0.6608805275396504,11,0,1,119.58790697337167,1
3,9,6.792516107732762,109.32695257713561,547.1863544352029,0.4226596204218966,8,2,2,89.85512467572633,1
3,10,6.382661559715462,161.93382788241877,500.9439956359307,0.7173205700002869,10,0,7,96.3874716225338,1
4,1,4.484119728618728,79.5652426498789,573.0600491060003,0.9328814938909562,1,13,1,63.41751289448493,2
4,2,3.6905448579174838,179.1131940177313,229.1663637048054,0.3117489863500886,4,3,7,81.45961889519361,2
4,3,6.095340462965067,125.21806276805493,405.7388715009622,0.3608885990882601,2,5,6,37.550800046614256,2
4,4,4.539225085363263,176.62285732400144,369.0339688317548,0.88896421201706,10,1,4,65.29008024157113,3
4,5,4.461423307758155,98.80283101101823,237.85934450912004,0.7695938749199784,2,3,2,94.54094157369398,3
4,6,1.2616226305266025,179.12808172757457,361.47503129592434,0.48171422216789306,5,2,3,11.700227818175417,3
4,7,6.5699113755263525,88.50946373077029,584.9946685696514,0.9263529851080143,0,3,6,43.626672121590005,3
4,8,2.145466186902076,62.955977102425095,368.37594342434204,0.5422464636111319,9,14,5,86.56327763424703,4
4,9,4.42036702053619,35.54823900332296,426.75325201462636,0.9435350025677711,1,14,2,42.48196472608326,4
4,10,2.935304585431603,155.78716718794792,211.47959914891297,0.760792147991577,6,12,1,99.0297271026365,4
5,1,2.5372416615667484,117.84219373850888,186.71738118010816,0.30337016080309137,3,12,3,81.49603238555417,1
5,2,5.21180126354622,147.32682710977616,550.5024038179049,0.5196968519534982,11,1,1,58.23215353198957,1
5,3,5.032156811771197,72.5044267959571,219.76872752748488,0.938196577401845,5,9,1,13.355027493295438,1
5,4,1.2240891324952865,151.61608970554533,312.0857886350683,0.38258933322372507,0,7,4,39.86972074017161,2
5,5,6.791510982344619,93.16242585819657,528.9103837553916,0.4263470220966674,2,6,7,89.87004670949277,2
5,6,6.855112476775208,102.60805572819125,295.33041282356066,0.8168710265996573,2,11,1,18.630201947649255,2
5,7,1.152104460492745,174.02374634846802,526.1910542304927,0.7523832339609036,4,0,1,110.67351003891285,2
5,8,3.6541133783866266,58.365977465184514,192.24298053658129,0.41886289811974975,4,0,7,66.83658831692233,3
5,9,4.942667971001001,89.70766378846257,478.5176924528183,0.3310154829995717,9,2,4,23.218111258620638,3
5,10,3.0512780002984092,34.6878505301507,192.37064472085206,0.5024186511043411,3,4,3,11.887721201492527,3
6,1,3.9496952507009944,95.7554833248905,227.94084145950683,0.5820035720046824,6,9,1,114.40603047505245,0
6,2,6.320082323788285,61.742979734674236,156.88704313067313,0.9067336002516639,0,7,4,85.23601463379552,0
6,3,4.695106986339483,171.02265672972115,574.9132187063253,0.8636793068107524,10,3,7,84.48851766212799,0
6,4,4.4402022500316,40.56005651742563,515.0418795312014,0.8334156592335709,11,2,0,115.73096202063056,1
6,5,6.432103851736382,51.32658156628743,181.21258539382444,0.3655057008953273,1,12,2,78.00792727716822,1
6,6,3.019325289332359,124.91562166091875,323.42847943450425,0.7430488848323132,1,2,0,64.56411997227468,1
6,7,5.157342152151636,75.73385671251158,571.4916683350682,0.32547111233917003,8,4,4,41.02380298284371,1
6,8,2.064637262678337,140.09836026253734,513.0756326702688,0.9438283423004374,3,1,0,95.40542568161965,2
6,9,3.044821241518107,168.92117209657036,536.2857383293554,0.5788461177937618,6,8,2,21.343625571952586,2
6,10,6.4153174400774,100.84037959165714,521.9058597484837,0.5080322406698976,10,2,0,15.883382642210579,2
7,1,6.4322918585155815,34.60586828578137,293.6911369156867,0.9175402785830231,3,2,1,79.50209333867792,3
7,2,3.690673131869919,66.91372347169033,297.8990454164622,0.7371369964500749,3,4,6,95.94256555183227,3
7,3,1.680787612104688,168.94865690996681,588.4116938404845,0.9473553073197138,9,4,2,107.64746010341297,3
7,4,3.1054900753124723,38.73072262841694,214.34625692377614,0.7949819106163569,11,0,4,102.23288401403836,4
7,5,3.5565488502816467,55.612226811364884,328.49322087941334,0.8797329907049047,1,4,4,19.332148549371112,4
7,6,6.919837471007053,79.88332732097925,316.78896618010094,0.8283197187173765,6,8,4,92.87160037848358,4
7,7,3.2575575131854944,33.360114671787,499.7161121673466,0.6629627623282732,10,9,1,46.32777819210084,4
7,8,3.606711066929628,60.5891478197022,332.3409390516377,0.6714574663832569,3,11,7,22.927887145481535,4
7,9,4.895261812696381,139.36718068246773,412.5159442937218,0.9254121565084521,11,0,0,105.54590410084063,4
7,10,2.341575031116716,174.1156063104978,155.46951361041735,0.9304212373599652,4,5,4,119.22612757312304,4
8,1,2.5179410079354465,131.2657796970636,183.94554619039616,0.40804003074101436,0,13,6,59.99951712445505,3
8,2,4.765348480504381,113.49028990769604,555.521104720945,0.3295401472219476,11,9,7,16.365028753347815,3
8,3,3.367130791648779,37.0809705497415,301.04702915863345,0.41029193753211757,3,9,7,48.86874508286581,3
8,4,4.501936671105232,32.43754191439757,588.4776634497749,0.9410369839117418,5,14,0,40.77398578858403,4
8,5,3.467240325233117,116.44510112372777,271.93093913180843,0.3865703313954373,2,12,5,114.47799046211165,4
8,6,5.35431705033016,118.14643134972638,338.2093663307785,0.9062735141801086,1,10,4,28.131768725070103,4
8,7,3.4675306995122144,144.41636539763607,366.1665368398596,0.9404359329325778,10,4,1,51.89799422941237,4
8,8,6.819486386887619,154.73902770171338,527.2479171200121,0.6046505538667306,2,14,0,11.503916130969701,4
8,9,1.4521543621147739,130.67430354702594,390.4558237632584,0.7874419871554816,2,4,6,94.58861566985615,4
8,10,6.668594379294568,155.94358250838584,261.30664578443896,0.5928536879515607,0,2,4,76.67920978959681,4
9,1,5.03020410643514,118.90051847326333,311.17322311477824,0.37381243492975885,9,9,1,62.38317664679156,0
9,2,5.9882289403750075,69.24435836336791,517.373580845878,0.9291829475358848,10,8,0,24.74167512957048,0
9,3,1.1726960578800338,140.82196090777904,429.1392981090591,0.7576518492644952,2,6,5,77.89900833070212,0
9,4,6.882776350554267,117.29405592670163,436.48994473002716,0.6606301455524466,2,14,1,48.30810137256304,0
9,5,4.083936934958865,145.3844820385829,328.4442520445716,0.7043563551481178,2,0,4,97.61189532412651,0
9,6,3.7560808476770347,154.73462640299354,496.01298359192884,0.3430533856037128,4,1,5,64.18799033921566,0
